src,dst,weight
como,menino,1.6179097127114088
lá,primeira,3.375967060063455
bem,nao,4.9375894322774645
papel,preso,4.423281128984275
fernando,não,1.9896750285141453
jogar,qual,0.3049970154588372
boca,gosto,5.036379181531752
acha,quando,2.382067895139883
bem,coisas,3.2999825816716664
está,forma,2.470260561748069
braço,um,2.713502601665855
era,hospital,2.2638035918475827
marvel,um,1.144886841036109
cavalo,um,2.5311811102366266
data,um,1.9715653223012635
da,parente,1.2452345702066097
pouco,sou,5.878559689974266
perdeu,programa,3.0516831459908054
comeu,de,0.3729539633332378
mandou,pro,3.448726213412832
frango,pena,4.866963212635918
de,saúde,1.7310775062203525
anda,roupa,3.3788966471212456
graça,nenhuma,4.5663808052875305
olhos,os,2.691632723897328
jogadora,uma,2.083889284919164
carreira,um,0.7394216137736719
dinossauro,um,2.1257159748932044
falar,fazem,3.55478546500446
adão,novela,5.4731000016178175
entre,qualquer,3.887768259550406
jogou,os,2.132016999912669
sapato,você,3.36868504751507
cinema,star,4.6999159500728815
forma,pela,4.017821079354
eu,porta,2.1349708258354467
isto,presente,5.809567902435308
biscoito,comida,3.6348279073727485
ele,falar,2.2031794335362647
dos,tio,1.7931995102132618
adão,fazer,3.184913385993394
entre,piadas,4.9375894322774645
está,praia,2.3648996155796427
gordo,mas,2.986221128702357
joão,teve,3.612355128164421
ficou,perdeu,2.6384966433301993
animal,dorme,3.4582049300978936
dificuldade,favorito,2.8408779175379943
cabeça,teve,3.794678033888991
banho,casal,4.343239004979958
meio,também,3.1015308533290677
as,paraíso,2.869538907907925
jorge,mulheres,3.634827907372748
adora,galo,3.9225088301692685
cama,está,2.721574144383292
dentista,ele,2.4655435744023464
ficou,tirou,3.4269524755342573
itália,mundo,3.0307619206854093
feira,pra,3.020464120719345
apresentador,cry,4.135600953458706
as,bebem,2.1763917273480367
eva,qual,0.09142294365406373
ciclista,com,1.708593470389768
ficou,saco,3.4269524755342573
final,jogo,3.8541920373451557
havia,um,1.5503518776515064
fruta,sal,5.22178798212488
desistiu,mil,6.502699907830271
paulo,sabe,2.774628631940735
faz,qualquer,3.101531865028227
comum,mais,2.4195587409996366
bala,existe,3.527197595115932
esporte,silvio,4.431653140629602
estar,só,2.3564249967629216
causa,crianças,4.710965730671796
luta,mais,2.324248584446863
network,só,3.2318935420219006
pessoa,sabia,3.7301377422803554
mais,princesa,1.3899392142042317
costumam,neve,4.779952821057876
jogadores,tem,2.8598943455134562
nascimento,um,1.4325687943333785
quis,sempre,2.8900113464200343
do,princesa,1.8253425870951938
ponto,tem,1.3194493613185925
fica,ouvir,3.2523534136734424
bebe,vinho,5.308803191289144
com,unidos,1.4209115235630785
bebe,na,1.7439807241739866
mim,uma,1.9785289155312882
ia,já,3.4871923819545296
cerveja,com,1.4209117120006545
costuma,de,1.0661011438928387
dum,em,1.0445639322274998
mês,paga,5.22178798212488
gosta,pintor,2.6455142070207622
chá,dos,2.118622268213446
cantor,criado,2.7005207640142785
do,som,1.7563496403111345
pelé,santos,4.343239004979958
inseto,vai,2.590706038922353
marvel,outro,3.239517458311878
campo,ele,1.8777568499885235
não,pobre,1.1423772156694356
enquanto,portugal,5.991868214062769
dinheiro,personagem,2.3691640102265756
assunção,sempre,2.4845459653713236
isso,sofre,4.49227345849297
mia,pra,3.4904679365490496
mulher,própria,3.2068911441649934
polegar,qual,0.45914768499681163
escreve,pessoa,3.7301377422803554
em,obrigado,1.3322459184547277
gosta,quis,2.8686574377260454
em,naufrágio,1.5145674062690717
paraíso,todo,3.7511910707576965
como,super,1.2124447575822208
mais,portugal,2.82502359334084
padaria,qual,1.2212877473325499
quer,xmen,4.213565109616385
cara,trabalhava,3.634829631858107
marcelo,vez,3.1240036631948245
conto,ponto,4.1738219445600695
médio,na,1.8392905916180053
poeta,qual,1.5577599736644998
dono,tomou,5.185412509414324
falam,onde,3.4806791983861474
me,restaurante,3.873240191018288
foram,jogadores,3.953280345129208
pastor,que,0.9571622059292357
mar,rita,6.302043007963132
comer,sapo,4.927187618130272
onde,suas,2.8616406721949277
sucesso,viviam,4.893280205621788
leite,tudo,2.8828420498173686
ana,tocada,5.991886424177843
disney,encontra,4.998646116965702
dias,três,4.556815773484498
devia,ele,2.129071108235781
norte,uma,1.929738657331187
acha,tempo,4.3904952223999905
ball,brasileira,5.1164207218753655
gato,que,0.8319991013175202
braço,sente,5.896577899854969
jardim,num,4.423284922840289
eu,histórico,2.6204781605680187
harry,onde,2.3355474315858817
ir,pro,3.294577578798852
pedra,quando,2.7875330032480163
usam,óculos,4.615651412121404
para,trás,1.708593470389768
queijo,também,3.681347758771094
dormir,não,2.2998301080889463
limpa,tudo,3.575987604433707
estavam,nunca,2.3553707014201066
em,soares,1.5145674062690717
gosto,na,1.8392905916180053
paraíso,quando,2.8520712287589465
nasce,às,5.521889623810756
de,poeta,0.19063242856483284
evitar,tirou,6.502699907830271
cheia,estava,2.9822685579428043
gosto,tem,3.4476804542453863
restaurante,tinha,3.088286651590045
também,trabalha,4.069114240623383
fazendo,tá,4.200142130299012
cabeça,faz,2.6960670941533658
família,último,5.404112911231737
da,vira,2.2260637178327056
tem,vários,2.1667467676891343
massa,porque,0.8823291727388746
dos,matemática,1.8503581814014418
duas,estão,3.062311190786474
qual,vermelha,1.3346164079454932
cachorro,cão,3.7726991711571145
grande,viu,3.1059851946454247
ano,precisa,3.755455452986106
martelo,que,1.139483750871889
números,sobre,4.0632833357914455
parte,passa,3.0708939449179615
cara,passou,2.5362179180191644
ser,vivo,4.017821079354
far,um,1.2784181417414573
porque,tom,1.575476353298613
diferença,qual,1.5577599736644998
bater,diz,2.7124969387362414
rua,sofre,4.5663808052875305
ciclista,ruim,5.809552727270328
cemitério,vão,4.305498936405763
disse,viu,3.695337155942784
banda,pede,3.4218392473838035
procura,quando,2.669749803354609
carreira,chama,3.1149538463180018
pelos,tim,4.327971638970883
limpa,qual,0.7104621235667558
mal,tá,3.047463738553395
mulheres,social,4.461505987847644
ball,uma,1.5730635880182957
devia,ela,2.9473804625586153
far,jogo,3.2945759426278993
cor,do,1.7563497720810974
cantora,inseto,3.2318935420219006
artista,mas,3.342895686277724
pessoas,sofre,3.6049767194286297
das,flores,3.9850313381195726
estados,filho,3.4177640751044693
cu,nome,2.430857517327209
não,panela,1.4788495378667228
não,pedro,1.1423772156694356
dentistas,leva,5.1164207218753655
existem,três,4.962272209947619
professora,seus,3.8354978363979115
duas,vir,3.9377762315520837
tiro,um,1.1448867695434484
nem,religioso,5.298748348799792
itália,lá,3.6272807276694543
as,encontra,2.2817525995521297
jogadores,muitos,4.240960836807394
devia,nos,3.275883855064904
céu,um,0.5852709611817906
ator,café,3.7136103683598485
da,soares,2.4083851903182905
forno,se,1.3368017334157114
amarelo,ponto,5.18542063905291
cheia,pizza,5.0363861855398975
maior,parte,3.0708939449179615
disseme,do,1.7563496403111345
marvel,silvio,4.492277523337047
coisas,professora,4.934108017367333
dupla,favorita,3.5069969731363764
fez,galinha,3.808101026877925
aconteceu,ficou,2.7338073961951848
ganhou,ouro,4.893280205621788
com,quais,0.8612958971457569
deserto,para,2.5840621072435486
esposa,passando,5.036379181531752
conseguiu,entrar,5.404112911231737
estão,pessoas,2.91183065471382
carteira,uma,1.6784242987026743
história,todos,2.7140040959585177
desenho,lápis,4.656893983405236
não,vale,1.4788495378667228
filha,na,2.0624343576798725
de,portas,0.8837796458333851
só,tinder,3.0495721773228195
que,rodrigo,0.6694801334775826
do,polegar,2.267175308000375
chamase,comprar,4.343242507002428
carteira,gostam,3.8780572675383844
ato,um,1.4325687943333785
filha,tem,1.8790648938695889
as,porta,1.9140279565600753
olho,só,1.8455997571868359
janeiro,vou,4.779952821057876
nenhuma,não,1.7019930392614562
carro,sai,2.8581494768841917
cantora,tony,2.443436286436691
comida,quase,4.44575898583137
adora,personagem,2.536218492848609
ti,transporte,5.021111921642913
cry,jogos,5.521878242372252
hora,japonês,3.1015308533290677
cama,não,2.2409895043373322
andar,nunca,3.8217066508413686
batman,por,0.7717648522269359
da,encontrei,1.7152382626835123
criado,em,2.0253930990145412
gato,lua,6.714028639990103
cara,comeu,3.4116850458523316
sofre,três,4.49227345849297
comunista,gato,5.461265671494737
jogador,todos,2.3283420546178526
as,heróis,1.9940703042589443
ao,colocar,2.8783885160539833
dos,jogadores,2.8918119355975054
gato,por,0.7111403346591363
pedra,por,1.46491203278665
nome,tenta,2.9416833135419833
cabeça,quebrou,5.249958618212519
bonita,vida,4.200142130299012
dança,mal,4.656898775637234
cobra,fui,4.5102918161834475
de,fundo,2.1647134325607187
anão,porque,0.8022865834918564
depois,dono,3.1873306618595323
instrumento,morte,4.710960672206706
chinês,se,2.3176311019181868
dá,ouvir,3.9225122791389957
rainha,ser,2.4492066368344263
gatos,tempo,2.9435781831908163
anda,transporte,3.7218389708199027
no,pára,2.242870829004309
elefante,na,2.5324377721778712
duas,durante,3.46777435332015
semelhança,um,2.2434991297040066
mas,mim,2.986221128702357
do,ralph,1.9794932355486285
beleza,está,3.751193008051269
dois,mar,2.921063199289063
mulher,prédio,2.736888358001654
famoso,nasce,5.203430719295026
elefante,tem,2.3490681655773407
graça,material,4.5663808052875305
diferentes,não,2.1719965187488453
lua,pro,5.240485109981894
forno,na,1.6569691302674945
casal,conta,3.6893158995146416
cabelo,ficou,3.0904810393776185
manda,no,2.0887202104180065
pra,seria,2.327317406619483
dos,leões,3.5849587060087447
espirra,uma,2.266210768578137
marvel,thor,5.18542063905291
ace,que,0.8518016784202146
do,movimento,2.161814748419241
as,roupas,2.081081985123264
bebe,cerveja,4.0402912909985185
de,dupla,0.7014581257485348
dança,filho,3.887768259550406
branco,os,1.7753421710852804
comprar,quê,3.55478546500446
onde,vão,3.3835165448456554
dele,morreu,3.9225088301692685
andava,porque,1.5754764266102441
em,usado,1.945350577055257
nos,pés,2.8238996072514797
leões,que,0.2640150253696744
morreu,último,5.914935162684823
espaço,no,3.1591615608784007
calça,do,1.0632024597513619
banco,que,0.5153294621155794
bem,bola,3.194621078990481
eu,tu,2.215013469369083
beleza,feias,6.685015394622712
ele,show,1.59007492631623
chegou,pela,4.135600953458706
do,vivo,1.7563496403111345
itália,sempre,2.3303954415101122
meio,transporte,5.6734475924910255
muito,salgado,2.9646719294185413
esta,piada,4.656898775637234
faz,infantil,2.002919913593488
caixa,que,1.3626273021860347
antes,hoje,3.895112217436621
ace,comediante,4.710960672206706
foi,suco,2.2400495263913434
animal,feliz,3.2758850594683167
desistiu,que,0.9571622059292357
peixe,tem,1.560611541958143
andava,tão,4.374496745934514
potter,quando,2.6697500223373236
caverna,personagem,3.430035538561567
mim,sabe,3.73013963921376
que,toca,0.8830542761013921
logo,numa,4.074976666394329
porque,sobremesa,0.18918210214679185
cachorros,música,3.46777435332015
drogas,outros,4.374491326133843
fazem,terra,4.733438471558455
com,luta,1.1024578952287625
conseguiu,disse,2.463192863966154
caiu,tinha,3.375967060063455
microondas,um,2.308037493557724
em,nervoso,1.6199281058723978
manicure,no,1.2620416831644037
para,ronaldo,2.5840621072435486
quanto,tempo,4.524026090527366
que,terra,1.229095936226833
pobre,rádio,4.866963212635918
banho,todos,3.6754148405447378
polícia,se,2.029948913975525
construção,tudo,3.575987604433707
doente,pro,3.0432620597370237
cantora,pau,3.0495721773228195
dá,iogurte,2.6540008099682297
faz,pão,1.575476133363752
bíblia,era,3.42695387634766
intestino,ir,3.969028626822357
como,xmen,2.311056893271255
com,pontos,1.7956050757885418
na,professora,1.3692871771200543
ato,chama,4.724391758752066
como,cu,2.7810602471550334
jogador,ronaldo,4.3824594379719715
arroz,depende,5.7555062720733385
brasileira,cantora,2.3564249967629216
mais,porco,1.831772047679038
depois,neve,2.494184583635124
de,estilo,1.7592483905288483
dá,policial,2.094385576332596
pra,silvio,2.8663138407149678
brasil,eu,2.2575734825707428
mata,menos,4.240960836807394
hollywood,sucesso,4.104829467239968
crescer,se,2.0299490294664384
computador,pára,4.854059959401729
depende,do,1.7563496403111345
olho,te,3.1469931332943255
inventou,pelo,4.656893983405236
vende,óculos,4.327971638970883
homem,neve,2.3232269587157597
mcdonalds,qualquer,5.991886424177843
dos,gaúchos,3.2972766335569728
guerra,no,2.6483360442840818
irmã,muito,3.5036686822356846
loja,numa,3.3818335028678286
melhor,usado,3.601306996670681
alexandre,qual,0.9981441960184139
aranha,uma,1.2365914767713868
leva,pastor,5.809567902435308
com,própria,1.8909149266836789
cozinha,se,1.3368017334157114
comeu,doce,4.269131533114411
cão,segura,4.269131533114411
alho,onde,3.1240036631948245
foi,irmã,2.5967247146036745
como,cozinha,1.9055916321842865
em,tamanho,2.0253930990145412
figura,último,4.934108017367333
qual,trabalhadores,0.45914768499681163
produto,um,1.2784181417414573
rainha,rei,4.854065796085404
dos,morreu,2.4863466907731238
panela,uma,2.2662109879830346
mundo,país,2.8171891980001322
tem,tv,2.0867044878388503
parte,toma,3.5408963967563927
cantor,chega,2.7875327568924795
dentista,nervoso,4.710960672206706
não,rei,1.216485319478777
ace,por,1.241768363324091
médico,também,3.430035538561567
inferno,no,2.4251923000609397
homens,os,2.8251641804725547
eva,paraíso,5.036379181531752
avião,por,2.245070644039926
as,banheiro,1.9940703042589443
acabou,sair,4.01781855011186
loja,material,4.828748134018643
microondas,outro,3.7095185325034032
dormir,vai,2.495395969485256
cry,peixes,5.521878242372252
jogadora,sua,5.021118819530822
cães,musical,4.16092153388008
ator,rodrigo,3.3081446383059023
hora,passa,3.547816817797141
jogo,soares,3.6310471975478147
computador,disney,3.937776231552084
banco,por,1.5984433972805694
horas,polegar,6.0327076599366825
cantor,problemas,2.0073742609318557
discoteca,porque,1.575476353298613
música,sei,4.630923412112019
cidade,instrumento,3.0062217771966084
po,porque,1.575476353298613
famosa,pagode,4.615651412121404
cidade,matemáticos,3.257534760193171
nos,transporte,2.8238996072514797
boneco,mulheres,4.797976647799905
nem,tipo,2.9192096337680615
esporte,tem,1.8184405875279108
carteira,foi,1.6522632414705385
colocar,dizia,5.221779551392377
ajuda,do,0.37005541096172484
onde,porta,2.8616406721949277
polícia,tem,2.1667467676891343
beatles,tinha,4.251435264944845
entrou,seja,5.809567902435308
companhia,não,2.1719965187488453
as,férias,3.092682592926963
meus,que,0.9571622059292357
espera,porta,4.343239004979958
em,matemáticos,1.1780952878986355
come,parente,4.646427525689143
das,tantas,4.63165961561659
estar,parece,5.547207139961671
crescer,na,2.3501164698997172
das,virgem,3.1377338273977378
grupo,odeia,4.339403744112996
inventou,jogo,3.6310471975478147
triste,vai,2.813850045501411
ele,trás,2.2832216605378304
famoso,hollywood,5.108129569437766
crescer,tem,1.7612819244239657
delegacia,foi,3.338661815059382
dizia,em,2.7185402795744205
bengala,fez,4.5012461566995166
joão,ouvi,5.404097735913231
esportivo,que,0.351026429293871
atriz,ter,2.765059917464123
ficar,podem,3.799130342777113
até,contava,6.032719041418366
era,graça,1.7782961128004073
cama,minha,4.269134784993638
